"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.ref_area","with.region","collection","collection.label","subject","subject.label","database","database.label"
"MST_TEAP_SEX_AGE_CBR_NB_A","MST_TEAP_SEX_AGE_CBR_NB","Labour force by sex, age and place of birth (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,AGE,CBR",1990,2024,"03/02/2026 13:23:31",127889,146,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TEAP_SEX_AGE_CCT_NB_A","MST_TEAP_SEX_AGE_CCT_NB","Labour force by sex, age and citizenship (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,AGE,CCT",1991,2024,"03/02/2026 13:23:31",114229,138,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAP_TEAP_SEX_EDU_NB_A","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1970,2025,"25/02/2026 07:04:40",91834,178,,"YI","Annual indicators","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_NB_Q","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1987,2025,"24/02/2026 07:03:29",241080,98,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_NB_M","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1990,2026,"14/02/2026 08:03:12",48975,15,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_GEO_NB_A","EAP_TEAP_SEX_EDU_GEO_NB","Labour force by sex, education and rural / urban areas (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,GEO",1970,2025,"16/02/2026 19:40:09",217090,146,,"YI","Annual indicators","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_GEO_NB_Q","EAP_TEAP_SEX_EDU_GEO_NB","Labour force by sex, education and rural / urban areas (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,GEO",1987,2025,"16/02/2026 19:30:53",225117,83,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_MTS_NB_A","EAP_TEAP_SEX_EDU_MTS_NB","Labour force by sex, education and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,MTS",1970,2025,"25/02/2026 07:04:40",599779,171,,"YI","Annual indicators","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_MTS_NB_Q","EAP_TEAP_SEX_EDU_MTS_NB","Labour force by sex, education and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,MTS",1987,2025,"24/02/2026 07:03:29",188559,75,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_DSB_NB_A","EAP_TEAP_SEX_EDU_DSB_NB","Labour force by sex, education and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,DSB",1996,2025,"14/02/2026 08:07:20",45986,123,,"YI","Annual indicators","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TEAP_SEX_EDU_CBR_NB_A","MST_TEAP_SEX_EDU_CBR_NB","Labour force by sex, education and place of birth (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,EDU,CBR",1990,2024,"03/02/2026 13:23:31",71028,132,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TEAP_SEX_EDU_CCT_NB_A","MST_TEAP_SEX_EDU_CCT_NB","Labour force by sex, education and citizenship (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,EDU,CCT",1991,2024,"03/02/2026 13:23:31",63687,122,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAP_TEAP_SEX_GEO_NB_A","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",1970,2025,"16/02/2026 19:32:32",17394,147,,"YI","Annual indicators","EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_NB_Q","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",1987,2025,"20/02/2026 22:52:36",45627,86,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_NB_M","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",2000,2026,"14/02/2026 08:03:12",15798,12,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_MTS_NB_A","EAP_TEAP_SEX_GEO_MTS_NB","Labour force by sex, rural / urban area and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,MTS",1970,2025,"16/02/2026 19:32:32",105876,142,,"YI","Annual indicators","EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_MTS_NB_Q","EAP_TEAP_SEX_GEO_MTS_NB","Labour force by sex, rural / urban area and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,MTS",1987,2025,"16/02/2026 19:20:22",179425,59,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_DSB_NB_A","EAP_TEAP_SEX_GEO_DSB_NB","Labour force by sex, rural / urban areas and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,DSB",1996,2025,"14/02/2026 08:07:20",23298,104,,"YI","Annual indicators","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_GEO_DSB_NB_Q","EAP_TEAP_SEX_GEO_DSB_NB","Labour force by sex, rural / urban areas and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,DSB",2009,2025,"14/02/2026 08:05:30",11870,20,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_MTS_NB_A","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1970,2025,"25/02/2026 07:04:40",48790,173,,"YI","Annual indicators","EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_NB_Q","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1987,2025,"24/02/2026 07:03:29",98332,78,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_NB_M","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1994,2026,"14/02/2026 08:03:12",27957,15,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_DSB_NB_A","EAP_TEAP_SEX_MTS_DSB_NB","Labour force by sex, marital status and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS,DSB",1996,2025,"14/02/2026 08:07:20",77684,124,,"YI","Annual indicators","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_MTS_DSB_NB_Q","EAP_TEAP_SEX_MTS_DSB_NB","Labour force by sex, marital status and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS,DSB",2005,2025,"14/02/2026 08:05:30",14929,24,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_DSB_NB_A","EAP_TEAP_SEX_DSB_NB","Labour force by sex and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,DSB",1996,2025,"14/02/2026 08:07:20",8797,124,,"YI","Annual indicators","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_DSB_NB_Q","EAP_TEAP_SEX_DSB_NB","Labour force by sex and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,DSB",2005,2025,"14/02/2026 08:05:30",5110,24,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEA1_SEX_AGE_NB_Q","EAP_TEA1_SEX_AGE_NB","Labour force by sex and age, seasonally adjusted series (thousands)","Q","Quarterly","EAP_TEA1_NB","Labour force, SA (previous ILO definition)","SEX,AGE",1955,2025,"25/02/2026 07:03:10",112307,72,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEA1_SEX_AGE_NB_M","EAP_TEA1_SEX_AGE_NB","Labour force by sex and age, seasonally adjusted series (thousands)","M","Monthly","EAP_TEA1_NB","Labour force, SA (previous ILO definition)","SEX,AGE",1955,2025,"09/02/2026 18:59:40",86401,8,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_DWAP_SEX_AGE_RT_A","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1946,2025,"25/02/2026 20:23:57",338293,229,,"YI","Annual indicators","EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_RT_Q","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1948,2025,"24/02/2026 07:03:29",643820,114,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_RT_M","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","M","Monthly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1948,2026,"14/02/2026 08:03:12",283023,49,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_EDU_RT_A","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1970,2025,"25/02/2026 07:04:40",1467136,192,,"YI","Annual indicators","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_DWAP_SEX_AGE_EDU_RT_Q","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1987,2025,"24/02/2026 07:03:29",2782306,100,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_DWAP_SEX_AGE_EDU_RT_M","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","M","Monthly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1990,2026,"14/02/2026 08:03:12",431365,15,,"STI","Short-term labour force indicators (STLFS)","EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
