globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149157880,20240101,20240101000000,173,173,17,4,10,1,10,-5.76158940397351,"Washington, United States",US,USWA,,47.3917,-121.571,WA,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-the-bottom-of-the-slippery-slope,https://www.theblaze.com/columns/opinion/macintyre-the-bottom-of-the-slippery-slope,MacIntyre: The bottom of the slippery slope | Blaze Media,"The long ordeal of Pride Month is almost at a close, but this festival would not be truly complete without prominent figures advancing the argument for child sexualization. Adults exposing themselves to random children on the street is de jure illegal; those who do so are criminals who should rece...",200,
1149157913,20240101,20240101000000,060,060,06,2,12,3,12,1.0533488177816,Australia,AS,AS,,-25,135,AS,20240101000000,https://www.nvi.com.au/story/8473406/2024-kia-seltos-gt-line-16t-awd-review/?cs=34616,https://www.nvi.com.au/story/8473406/2024-kia-seltos-gt-line-16t-awd-review/?cs=34616,"2024 Kia Seltos GT-Line 1.6T AWD review | Gunnedah, NSW","The Kia Seltos range still has plenty to offer, but the GT-Line is best enjoyed with less power...",200,
1149157922,20240101,20240101000000,014,014,01,1,7,1,7,1.94300518134715,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20240101000000,https://news.yahoo.com/questions-iowa-republican-caucus-answered-224643157.html,https://news.yahoo.com/questions-iowa-republican-caucus-answered-224643157.html,Your privacy choices,,200,
1149157924,20240101,20240101000000,040,040,04,1,20,2,20,-5.02679187224786,,,,,,,,20240101000000,https://news.yahoo.com/community-shocked-deadly-shooting-killed-223022244.html,https://news.yahoo.com/community-shocked-deadly-shooting-killed-223022244.html,Your privacy choices,,200,
1149157926,20240101,20240101000000,051,051,05,1,10,1,10,3.16205533596838,,,,,,,,20240101000000,https://www.vernonmorningstar.com/news/heres-what-is-happening-on-new-years-eve-in-the-south-okanagan-7291395,https://www.vernonmorningstar.com/news/heres-what-is-happening-on-new-years-eve-in-the-south-okanagan-7291395,News | Vernon Morning Star,,200,
1149157930,20240101,20240101000000,014,014,01,1,12,1,6,-3.95480225988701,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,20240101000000,https://hotair.com/headlines/2023/12/31/ballot-banishing-and-our-new-left-wing-confederates-n601925,https://hotair.com/headlines/2023/12/31/ballot-banishing-and-our-new-left-wing-confederates-n601925,Ballot Banishing and Our New Left-Wing Confederates – HotAir,"In the election of 1860, southern Democrats in 10 states of the soon-to-be formalized Confederacy ma",200,
1149157946,20240101,20240101000000,051,051,05,1,4,2,4,-6.32911392405063,"Praia Da Luz, Faro, Portugal",PO,PO09,24764,37.0833,-8.73333,-2168298,20240101000000,https://www.aol.co.uk/search-madeleine-mccann-eventually-yield-210449313.html,https://www.aol.co.uk/search-madeleine-mccann-eventually-yield-210449313.html,Your privacy choices,,200,
1149157981,20240101,20240101000000,010,010,01,1,12,2,12,1.71394799054373,Denmark,DA,DA,,56,10,DA,20240101000000,https://news.yahoo.com/queen-denmark-europe-longest-reining-224158342.html,https://news.yahoo.com/queen-denmark-europe-longest-reining-224158342.html,Your privacy choices,,200,
1149158003,20240101,20240101000000,0831,083,08,2,10,1,10,2.83018867924529,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20240101000000,https://www.kunm.org/npr-news/2023-12-31/denmarks-queen-margrethe-ii-to-step-down-on-jan-14-after-50-years-on-the-throne,https://www.kunm.org/npr-news/2023-12-31/denmarks-queen-margrethe-ii-to-step-down-on-jan-14-after-50-years-on-the-throne,Denmark's Queen Margrethe II to step down on Jan. 14 after 50 years on the throne,"The queen announced during her New Year's speech that she would abdicate on the 52nd anniversary of her own accession to the throne at age 31 following the death of her father, King Frederik IX.",200,
1149158032,20240101,20240101000000,012,012,01,1,10,1,10,-1.35135135135136,,,,,,,,20240101000000,https://www.theunionjournal.com/chief-justice-roberts-sees-promise-and-danger-of-a-i-in-the-courts/,https://www.theunionjournal.com/chief-justice-roberts-sees-promise-and-danger-of-a-i-in-the-courts/,Home - The Union Journal,"The Union Journal News Read the latest headlines, stock market, news stories, and opinion from Politics, Entertainment, Life, Perspectives, and more.",200,
1149158075,20240101,20240101000000,020,020,02,1,5,1,5,3.11804008908686,Spain,SP,SP,,40,-4,SP,20240101000000,https://www.apartmenttherapy.com/best-free-language-learning-apps-37360748,https://www.apartmenttherapy.com/best-free-language-learning-apps-37360748,"Here’s the Best App to Learn Spanish (Trust Me, I Tried 5!) | Apartment Therapy",It just takes a few minutes a day.,200,
1149158081,20240101,20240101000000,042,042,04,1,8,1,8,-0.94637223974763,"Fota, Jiangsu, China",CH,CH04,13153,32.8446,119.491,11430265,20240101000000,https://www.theportugalnews.com/news/2023-12-31/langur-monkey-born-in-fota-wildlife/84600,https://www.theportugalnews.com/news/2023-12-31/langur-monkey-born-in-fota-wildlife/84600,Langur Monkey Born in FOTA Wildlife  - The Portugal News,The first-ever François' langur monkey born at Fota Wildlife Park is being celebrated.,200,
1149158129,20240101,20240101000000,010,010,01,1,5,1,5,-2.10403272939801,Italy,IT,IT,,42.833333,12.833333,IT,20240101000000,https://www.eurasiareview.com/01012024-pakistan-election-2024-will-be-meaningless-if-future-of-democracy-remains-in-limbo-in-country-oped/,https://www.eurasiareview.com/01012024-pakistan-election-2024-will-be-meaningless-if-future-of-democracy-remains-in-limbo-in-country-oped/,,,403,bad_status_or_empty:403
1149158134,20240101,20240101000000,020,020,02,1,5,1,5,0,,,,,,,,20240101000000,https://fox4beaumont.com/news/fireworks-cause-minor-brush-fire-in-hardin-county,https://fox4beaumont.com/news/fireworks-cause-minor-brush-fire-in-hardin-county,Fireworks cause minor brush fire in Hardin County,Lumberton Fire and Hardin County ESD #2 extinguished a minor brush fire caused by fireworks.The fire happened near the 6700 block of Palace Drive in Hardin Coun,200,
1149158136,20240101,20240101000000,020,020,02,1,10,1,10,-10.5263157894737,"Sacramento County, California, United States",US,USCA,,38.4666,-121.318,277298,20240101000000,https://abcnews.go.com/US/10-year-california-charged-alleged-murder-10-year/story?id=106023957,https://abcnews.go.com/US/10-year-california-charged-alleged-murder-10-year/story?id=106023957,10-year-old in California charged with alleged murder of another 10-year-old: Police - ABC News,The Sacramento County Sheriff's Office has arrested a 10-year-old on a murder charge after allegedly shooting another 10-year-old who later died on Saturday.,200,
1149158138,20240101,20240101000000,036,036,03,1,10,1,10,7.35294117647059,,,,,,,,20240101000000,https://events.qns.com/event/3-kings-celebration/,https://events.qns.com/event/3-kings-celebration/,Things to do in Queens | Local Events,"This gentle chair yoga class is designed for individuals seeking a safe, supportive, and accessible way to improve flexibility, balance, and strength. Practicing seated and standing poses using a chair for support, participants are guided through mindful movement, breathwork, and relaxation techniques. Perfect for beginners, seniors, or those with limited mobility, this class encourages greater […]",200,
1149158145,20240101,20240101000000,110,110,11,3,5,1,5,-4.07079646017699,United States,US,US,,39.828175,-98.5795,US,20240101000000,https://www.theblaze.com/columns/opinion/macintyre-target-blames-extremism-to-avoid-bud-lights-fate,https://www.theblaze.com/columns/opinion/macintyre-target-blames-extremism-to-avoid-bud-lights-fate,MacIntyre: Target blames extremism to avoid Bud Light’s fate | Blaze Media,"Conservative boycotts have proven largely ineffective in the past, but Bud Light’s attempt to push LGBTQ propaganda on its customers has created a sustained backlash that has tanked company profits, and other corporations like Target have taken notice. The retailer has recently come under fire as ...",200,
1149158167,20240101,20240101000000,070,070,07,2,10,1,10,10.4283054003724,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20240101000000,https://www.modernghana.com/news/1282921/a-legacy-of-success-prince-sadat-change-makers.html,https://www.modernghana.com/news/1282921/a-legacy-of-success-prince-sadat-change-makers.html,,,403,bad_status_or_empty:403
1149158168,20240101,20240101000000,111,111,11,3,5,1,5,-6.48648648648649,Ghana,GH,GH,,8,-2,GH,20240101000000,https://www.herald.co.zw/ghana-parly-passes-flat-5pc-tax-on-commercial-properties/,https://www.herald.co.zw/ghana-parly-passes-flat-5pc-tax-on-commercial-properties/,Ghana parly passes flat 5pc tax on commercial properties - herald,The law slapping a 5 percent flat tax rate on the rental of commercial premises and immovable property of estate developers has been passed by Parliament in Ghana. This follows…,200,
1149158191,20240101,20240101000000,020,020,02,1,8,1,8,-3.01318267419962,Pakistan,PK,PK,,30,70,PK,20240101000000,https://news.yahoo.com/watch-nye-celebrations-roll-across-213517723.html,https://news.yahoo.com/watch-nye-celebrations-roll-across-213517723.html,Your privacy choices,,200,
1149158364,20240101,20240101000000,020,020,02,1,6,1,6,0,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240101000000,https://www.channelnewsasia.com/business/us-supreme-courts-roberts-urges-caution-ai-reshapes-legal-field-4019266,https://www.channelnewsasia.com/business/us-supreme-courts-roberts-urges-caution-ai-reshapes-legal-field-4019266,,,404,bad_status_or_empty:404
1149158365,20240101,20240101000000,020,020,02,1,16,2,16,-0.341530054644806,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20240101000000,https://news.yahoo.com/us-supreme-courts-roberts-urges-230402150.html,https://news.yahoo.com/us-supreme-courts-roberts-urges-230402150.html,Your privacy choices,,200,
1149158371,20240101,20240101000000,051,051,05,1,5,1,5,-1.77777777777778,,,,,,,,20240101000000,https://news.yahoo.com/roberts-warns-ai-dehumanizing-law-230221011.html,https://news.yahoo.com/roberts-warns-ai-dehumanizing-law-230221011.html,Your privacy choices,,200,
1149158375,20240101,20240101000000,130,130,13,3,10,1,10,-0.54644808743169,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20240101000000,https://www.marketscreener.com/business-leaders/JOHN-ROBERTS-6685/news/US-Supreme-Court-s-Roberts-urges-caution-as-AI-reshapes-legal-field-45653955/,https://www.marketscreener.com/business-leaders/JOHN-ROBERTS-6685/news/US-Supreme-Court-s-Roberts-urges-caution-as-AI-reshapes-legal-field-45653955/,US Supreme Court's Roberts urges 'caution' as AI reshapes legal field | MarketScreener,"Artificial intelligence represents a mixed blessing for the legal field, U.S. Supreme Court Chief Justice John Roberts said in a year-end report published on Sunday, urging caution and humility as the...",200,
1149158445,20240101,20240101000000,180,180,18,4,10,1,10,-1.6750418760469,Iraq,IZ,IZ,,33,44,IZ,20240101000000,https://www.defensenews.com/news/your-marine-corps/2023/12/31/new-in-2024-testing-in-to-decide-future-of-new-marine-landing-ship/,https://www.defensenews.com/news/your-marine-corps/2023/12/31/new-in-2024-testing-in-to-decide-future-of-new-marine-landing-ship/,New in 2024: Testing to decide future of new Marine landing ship,The landing ship medium will be the Corps' first modern stern landing vessel.,200,
1149158446,20240101,20240101000000,190,190,19,4,10,1,10,-4.24710424710425,Yemen,YM,YM,,15.5,47.5,YM,20240101000000,https://news.yahoo.com/white-house-says-not-seeking-225006449.html,https://news.yahoo.com/white-house-says-not-seeking-225006449.html,Your privacy choices,,200,
1149158475,20240101,20240101000000,010,010,01,1,10,1,10,-7.76470588235291,,,,,,,,20240101000000,https://www.shockya.com/news/2023/12/31/globalist-tech-giant-unveils-sinister-plan-to-predict-misinformation-the-jd-rucker-show-exposes-disturbing-details/,https://www.shockya.com/news/2023/12/31/globalist-tech-giant-unveils-sinister-plan-to-predict-misinformation-the-jd-rucker-show-exposes-disturbing-details/,Globalist Tech Giant Unveils Sinister Plan to Predict 'Misinformation' - The JD Rucker Show Exposes Disturbing Details,"In the ever-intensifying battle for control over information, Google and its expansive network, including YouTube, stand accused of playing a pivotal role Uncover the chilling details of Google's latest patent, revealing its ability to predict and combat ""misinformation"" before it circulates. The JD Rucker Show exposes the tech giant's sinister plan, raising crucial questions about the future of free speech and information control.",200,
1149158556,20240101,20240101000000,185,185,18,4,5,1,5,-5.67200986436498,Ukraine,UP,UP,,49,32,UP,20240101000000,https://www.eurasiareview.com/01012024-the-world-neither-learnt-nor-forgot-anything-in-2023-oped/,https://www.eurasiareview.com/01012024-the-world-neither-learnt-nor-forgot-anything-in-2023-oped/,,,403,bad_status_or_empty:403
1149158684,20240101,20240101000000,010,010,01,1,2,1,2,5.36585365853659,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101000000,https://www.theautochannel.com/news/2023/12/30/1322696-luxury-vehicle-condos-coming-to-maine.html,https://www.theautochannel.com/news/2023/12/30/1322696-luxury-vehicle-condos-coming-to-maine.html,Luxury Vehicle Condos Coming To Maine,"Developer Mark McClure, managing director for real estate investment firm GenX Capital Partners (http://www.GenXCP.com), is set to transform the landscape of personal vehicle storage in the State of Maine with the introduction of Luxury Motor Toys (http://www.LuxuryMotorToys.com), a groundbreaking brand that offers high-end condominium garages designed to cater to the discerning needs of vehicle enthusiasts.",200,
1149158717,20240101,20240101000000,051,051,05,1,12,3,12,5.93220338983051,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,20240101000000,https://www.wksm.com/news/billy-gibbons-rick-nielsen-to-be-honored-at-2024-vegas-rocks-awards/,https://www.wksm.com/news/billy-gibbons-rick-nielsen-to-be-honored-at-2024-vegas-rocks-awards/,,,404,bad_status_or_empty:404
1149158778,20240101,20240101000000,190,190,19,4,8,1,8,1.19617224880383,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20240101000000,https://www.michiganradio.org/economy/2023-12-31/2024-will-bring-boost-in-state-minimum-wage-to-10-33,https://www.michiganradio.org/economy/2023-12-31/2024-will-bring-boost-in-state-minimum-wage-to-10-33,2024 will bring boost in state minimum wage to $10.33,"The new year will bring an automatic pay increase to minimum wage workers in Michigan, and it may not be the final minimum wage boost of 2024.Michigan’s new minimum wage increases from $10.10 an hour to $10.33 an hour —with smaller boosts for tipped workers, minors and new employees during a 90-day training period.",200,
1149158869,20240101,20240101000000,030,030,03,1,10,1,10,3.26530612244898,"San Sebastian, Pais Vasco, Spain",SP,SP59,25825,43.3136,-1.98186,-401497,20240101000000,https://www.watoday.com.au/traveller/inspiration/this-dish-won-t-win-any-michelin-stars-but-its-simple-flavours-shine-20230418-p5d1d5.html,https://www.watoday.com.au/traveller/inspiration/this-dish-won-t-win-any-michelin-stars-but-its-simple-flavours-shine-20230418-p5d1d5.html,What is marmitako? The origins of this classic Basque stew,"This Spanish stew is rustic, rural cuisine, a low-cost stomach-filler for people with ready access to its basic ingredients.",200,
1149159091,20230101,20240101001500,036,036,03,1,2,1,2,-2.80305788132508,"But Hana, Queensland, Australia",AS,AS04,5230,-26.9667,144.917,-1563301,20240101001500,https://newswire.co.nz/2012/03/blanket-mans-back-story-reaching-the-streets/,https://newswire.co.nz/2012/03/blanket-mans-back-story-reaching-the-streets/,Blanket Man’s back story – what’s really going on with our homeless – NEWS WIRE,,200,
